dim_site_id,dim_source,dim_load_date,site_name,on_sitehousing,createdon,updatedon,verificationlevel,visiting_country,visiting_region,is_certification_scope
006753FD62E266F7865A658513218DC3,RACP,09/09/22 12:26:00,Site 765675,,01/01/00 00:00:00,07/02/22 07:19:00,Not Applicable,Ethiopia,Africa,TRUE
00B9A8C11935D0FAE3F5CC7660FA2498,RACP,09/09/22 12:26:00,Site 209859,,01/01/00 00:00:00,06/17/22 16:29:00,,Ghana,Africa,TRUE
00C1B46E57B186F7FE2939DFF5EC5512,RACP,09/09/22 12:26:00,Site 711593,No,04/21/22 08:11:00,01/21/22 20:40:00,Not Applicable,Peru,Latin America,TRUE
00C42D41A9F2AAEEB0A52443DDF35C76,RACP,09/09/22 12:26:00,Site 282733,No,04/21/22 08:05:00,01/01/00 00:00:00,,India,Asia and Pacific,FALSE
00D5811A205332489FBBFB1E3AD505D2,RACP,09/09/22 12:26:00,Site 732773,No,04/21/22 08:08:00,03/18/22 11:39:00,Not Applicable,United Republic of Tanzania,Africa,TRUE
00E6469CB65E9A9D0CBB21AB3BE4EBA9,RACP,09/09/22 12:26:00,Site 237744,Yes,01/01/00 00:00:00,08/24/22 05:03:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
00EF684F844B24645906D772590E2495,RACP,09/09/22 12:26:00,Site 261860,No,01/01/00 00:00:00,08/01/22 17:54:00,Not Applicable,Guatemala,Latin America,TRUE
011692F14D06E00977F3B0B0B956943E,RACP,09/09/22 12:26:00,Site 121721,No,01/01/00 00:00:00,05/23/22 19:47:00,To Be Determined,Brazil,Latin America,TRUE
0162062F6AEDD55057C990F66C1BBC2F,RACP,09/09/22 12:26:00,Site 955825,No,01/01/00 00:00:00,08/08/22 07:03:00,Needs Manual Review,Ghana,Africa,TRUE
01BD791449B077A5C3819DEE183CB500,RACP,09/09/22 12:26:00,Site 739753,,06/21/22 19:26:00,06/21/22 20:21:00,Not Applicable,Ethiopia,Africa,TRUE
01EA59159EAC7B6A2DAD1F7B3D0A2D51,RACP,09/09/22 12:26:00,Site 133401,,06/21/22 09:12:00,07/07/22 20:07:00,B-Low,Italy,Europe,TRUE
022BBEFFD85BBB5162201F1C1B6B1B6C,RACP,09/09/22 12:26:00,Site 945659,,06/23/22 15:04:00,07/07/22 20:06:00,D-High,Italy,Europe,TRUE
0242DC9FCBB66202E2F021CECC0A1F4A,RACP,09/09/22 12:26:00,Site 764243,No,01/01/00 00:00:00,08/01/22 07:10:00,Not Applicable,Turkey,Asia and Pacific,TRUE
0251ACC3C02BA877039C289D9FAFFF05,RACP,09/09/22 12:26:00,Site 101689,,05/24/22 12:16:00,06/06/22 15:21:00,B-Low,Germany,Europe,TRUE
029285D1BBD2BF5981C08A4434DA702D,RACP,09/09/22 12:26:00,Site 356208,No,04/21/22 08:07:00,03/01/22 16:46:00,B-Low,Germany,Europe,TRUE
02B3438F2D043DDC5BB7B11AB7702BE0,RACP,09/09/22 12:26:00,Site 704885,Yes,04/21/22 08:10:00,01/01/00 00:00:00,Not Applicable,India,Asia and Pacific,TRUE
02BE920D4597FD47F82973DB2036B92F,RACP,09/09/22 12:26:00,Site 445819,,06/29/22 20:09:00,06/29/22 20:14:00,Not Applicable,Colombia,Latin America,TRUE
02BF87CBFD73C011ACA59E73BDCE7AA0,RACP,09/09/22 12:26:00,Site 791923,No,04/21/22 08:05:00,01/01/00 00:00:00,,India,Asia and Pacific,FALSE
02D90AB3D87C46BA657CE84570C7A73A,RACP,09/09/22 12:26:00,Site 740210,No,05/11/22 14:11:00,06/06/22 18:09:00,C-Medium,Netherlands (the),Europe,TRUE
02F05C717EACFB608DA8EDD74A4C3617,RACP,09/09/22 12:26:00,Site 754273,Yes,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
0320518350EA5A1C08DC6DC177575F3F,RACP,09/09/22 12:26:00,Site 379128,,06/21/22 19:03:00,06/21/22 20:21:00,Not Applicable,Ethiopia,Africa,TRUE
0377A91440B298329611505970ED7DDD,RACP,09/09/22 12:26:00,Site 186679,,06/14/22 19:20:00,06/14/22 19:21:00,Not Applicable,Brazil,Latin America,TRUE
038E8DB31C840CF617493574B34FC460,RACP,09/09/22 12:26:00,Site 420044,No,01/01/00 00:00:00,08/08/22 07:03:00,Needs Manual Review,Ghana,Africa,TRUE
03980CEB0F13E54F5EABB4E3F280BC55,RACP,09/09/22 12:26:00,Site 559123,No,04/21/22 08:05:00,01/01/00 00:00:00,,Colombia,Latin America,FALSE
039AE6ADE930E08495C44E57E447AE8A,RACP,09/09/22 12:26:00,Site 261860,No,01/01/00 00:00:00,08/01/22 17:54:00,Not Applicable,Guatemala,Latin America,TRUE
0443E8B80F1F768C2B67214289F490DA,RACP,09/09/22 12:26:00,Site 291696,No,01/01/00 00:00:00,05/09/22 18:09:00,,Mexico,Latin America,TRUE
0462ADAC0D9E98EC2C75EDFEF4D10972,RACP,09/09/22 12:26:00,Site 419389,No,04/21/22 08:09:00,08/31/22 13:55:00,D-High,Poland,Europe,TRUE
04BE4B271D0FE5DC20FD99A9F7AA7DD7,RACP,09/09/22 12:26:00,Site 337426,Yes,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
04D4B94EE79DECC4735790A95F9198E7,RACP,09/09/22 12:26:00,Site 145363,No,04/21/22 08:08:00,12/07/21 14:43:00,Not Applicable,United Republic of Tanzania,Africa,TRUE
04EAE8681AFB3927EB5D24BB598E51D5,RACP,09/09/22 12:26:00,Site 033169,,05/24/22 11:21:00,06/06/22 15:20:00,B-Low,Poland,Europe,TRUE
051945582EB8D1A43665B4E8A4D316F5,RACP,09/09/22 12:26:00,Site 463448,No,04/21/22 08:09:00,11/25/21 22:36:00,Not Applicable,India,Asia and Pacific,TRUE
0554F4820264D700A5593AF142681833,RACP,09/09/22 12:26:00,Site 181385,No,04/21/22 08:08:00,12/17/21 14:31:00,Not Applicable,Democratic Republic of Congo,Africa,TRUE
05A946857E4C81BDD71B22A9F6ECFC2F,RACP,09/09/22 12:26:00,Site 043691,No,04/21/22 08:09:00,03/01/22 15:40:00,D-High,Germany,Europe,TRUE
05BB1A42AC907FD38D49B4FD0E72C6A1,RACP,09/09/22 12:26:00,Site 047509,No,04/21/22 08:06:00,03/11/22 18:36:00,B-Low,United States of America (the),North America,TRUE
05D391777F1E48AC4C87144CBE09232C,RACP,09/09/22 12:26:00,Site 751788,No,04/21/22 08:08:00,01/13/22 15:05:00,B-Low,Brazil,Latin America,TRUE
05E29753572D650E03DF613CA23D44A2,RACP,09/09/22 12:26:00,Site 765148,No,04/21/22 08:08:00,04/06/22 06:06:00,Not Applicable,India,Asia and Pacific,TRUE
05FEFF61DECC1A330269C0A165E9FD48,RACP,09/09/22 12:26:00,Site 736729,No,01/01/00 00:00:00,06/21/22 06:55:00,,Kenya,Africa,TRUE
0610E6F7300A090D8EF5D9DAFF4597E4,RACP,09/09/22 12:26:00,Site 764243,No,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Turkey,Asia and Pacific,TRUE
0628A2D08E69F66B0F7C39B47E6F6F2A,RACP,09/09/22 12:26:00,Site 950090,,09/02/22 19:41:00,09/02/22 19:49:00,Not Applicable,Peru,Latin America,TRUE
067F8FF20664728BB058F703EA2C729E,RACP,09/09/22 12:26:00,Site 782233,No,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
06C2FC3414BD8249D4DC268F29AC68A1,RACP,09/09/22 12:26:00,Site 590369,No,04/21/22 08:06:00,03/15/22 13:21:00,Not Applicable,India,Asia and Pacific,TRUE
06EA335073AB975B1B5C59E9B967F223,RACP,09/09/22 12:26:00,Site 906663,No,01/01/00 00:00:00,06/10/22 08:29:00,Not Applicable,Taiwan,Asia and Pacific,TRUE
07397DD0C63C83D6162CFE3A9DCDB1AD,RACP,09/09/22 12:26:00,Site 920625,,01/01/00 00:00:00,06/16/22 17:24:00,Not Applicable,Ethiopia,Africa,TRUE
0746968F69ADE08C732B4FDD5B2BF9FF,RACP,09/09/22 12:26:00,Site 028159,,06/14/22 22:27:00,06/14/22 22:39:00,Not Applicable,Ghana,Africa,TRUE
07555896BC3230641F2AA981DBD10516,RACP,09/09/22 12:26:00,Site 416572,No,04/21/22 08:06:00,03/11/22 18:54:00,B-Low,United States of America (the),North America,TRUE
077633E597F2B8CD1800545402DC9D79,RACP,09/09/22 12:26:00,Site 937931,No,01/01/00 00:00:00,09/08/22 05:03:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
07A9FF8D701755654F635A673E47C062,RACP,09/09/22 12:26:00,Site 618544,No,09/08/22 09:01:00,09/08/22 09:27:00,Not Applicable,Kenya,Africa,TRUE
07B4D47A15CC7E3E467F081351E41792,RACP,09/09/22 12:26:00,Site 927665,No,04/21/22 08:08:00,02/04/22 18:32:00,B-Low,Ghana,Africa,TRUE
07B6240D8ACB9C737D496CA643837C60,RACP,09/09/22 12:26:00,Site 736673,No,06/06/22 19:53:00,06/06/22 19:53:00,,United States of America (the),North America,TRUE
07CF838C45927138790AD9A8F66765DA,RACP,09/09/22 12:26:00,Site 417506,Yes,01/01/00 00:00:00,08/24/22 05:03:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
07D9FB6FBB8B0105ED6A643AAEA27673,RACP,09/09/22 12:26:00,Site 965008,,07/29/22 21:52:00,07/29/22 22:00:00,Not Applicable,Colombia,Latin America,TRUE
07F8F7BD289F0537E9FAE336C7DF662F,RACP,09/09/22 12:26:00,Site 816094,No,01/01/00 00:00:00,06/06/22 08:49:00,Not Applicable,Kenya,Africa,TRUE
07FFD4966046F09A6FA9B122E04C9023,RACP,09/09/22 12:26:00,Site 638362,,05/24/22 12:39:00,06/06/22 15:20:00,B-Low,Germany,Europe,TRUE
0807AEEE65B90463BC4351BD12D37C0E,RACP,09/09/22 12:26:00,Site 811436,No,01/01/00 00:00:00,05/23/22 19:47:00,To Be Determined,Brazil,Latin America,TRUE
081F998D1BB5A717763ADBE0D856A304,RACP,09/09/22 12:26:00,Site 468756,Yes,01/01/00 00:00:00,06/29/22 15:44:00,,Costa Rica,Latin America,TRUE
08536D0C205AA8CE0A7AAC6612898AE6,RACP,09/09/22 12:26:00,Site 740291,No,04/21/22 08:09:00,01/26/22 19:36:00,B-Low,Japan,Asia and Pacific,TRUE
086D3A2DB42CC369B20972EEDFA659E7,RACP,09/09/22 12:26:00,Site 213804,Yes,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
08AB437B75C4D6AAE48B1A8756B22E9E,RACP,09/09/22 12:26:00,Site 620028,,07/29/22 21:39:00,07/29/22 22:00:00,Not Applicable,Colombia,Latin America,TRUE
08DF8E233D31D8C465AF02429522F35A,RACP,09/09/22 12:26:00,Site 612524,No,01/01/00 00:00:00,05/20/22 21:40:00,,Nicaragua,Latin America,TRUE
08F7EE74035E13E86A43103373D4CADE,RACP,09/09/22 12:26:00,Site 381038,No,04/21/22 08:10:00,01/19/22 20:49:00,A-Very Low,Greece,Europe,TRUE
09343C27E108A24C64C65D59802D2D7D,RACP,09/09/22 12:26:00,Site 907480,Yes,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
09791A04E995A8CC9B82DE33F466B073,RACP,09/09/22 12:26:00,Site 046617,No,04/21/22 08:08:00,04/07/22 06:00:00,Not Applicable,India,Asia and Pacific,TRUE
09BCBF90211B5B310E7D813918CDAB69,RACP,09/09/22 12:26:00,Site 716604,No,04/21/22 08:05:00,04/08/22 13:28:00,B-Low,Colombia,Latin America,TRUE
09D01727C0BB6588FEB97780C460BAA0,RACP,09/09/22 12:26:00,Site 841818,No,01/01/00 00:00:00,08/26/22 09:39:00,Needs Manual Review,Poland,Europe,TRUE
09D0FBB3F11B35ECC45D6ECE75A4B8BF,RACP,09/09/22 12:26:00,Site 233838,No,01/01/00 00:00:00,09/06/22 11:06:00,,Brazil,Latin America,TRUE
0A2A2B2C7095E74804B4E6DEFF501D16,RACP,09/09/22 12:26:00,Site 890962,No,04/21/22 08:10:00,11/02/21 16:51:00,Not Applicable,Colombia,Latin America,TRUE
0A38138DDFE1CDB8CA8BFB8E688470AB,RACP,09/09/22 12:26:00,Site 391936,No,04/21/22 08:08:00,04/05/22 01:57:00,Not Applicable,India,Asia and Pacific,TRUE
0A7A5930A1A617D4466333A1E016B17E,RACP,09/09/22 12:26:00,Site 190398,No,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Colombia,Latin America,TRUE
0A92C5C9BBF0B5B112ECC02D3209B604,RACP,09/09/22 12:26:00,Site 204608,No,04/21/22 08:08:00,12/16/21 18:50:00,B-Low,Netherlands (the),Europe,TRUE
0ABA8E85718F9F3AFF190F8AE31CF1F8,RACP,09/09/22 12:26:00,Site 706291,No,04/21/22 08:07:00,04/07/22 06:00:00,Not Applicable,India,Asia and Pacific,TRUE
0AC485E6D1442250712500689CB80A52,RACP,09/09/22 12:26:00,Site 812484,No,04/21/22 08:09:00,11/09/21 21:20:00,Not Applicable,Colombia,Latin America,TRUE
0AC61CBA45B12B433CF7C4127A9C5F7D,RACP,09/09/22 12:26:00,Site 080817,No,04/21/22 08:12:00,01/01/00 00:00:00,Not Applicable,Taiwan,Asia and Pacific,TRUE
0B0CA5D72BD011F94F67A988890CA195,RACP,09/09/22 12:26:00,Site 351028,Yes,01/01/00 00:00:00,08/24/22 05:03:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
0B1218EB1DEBE3B5BEA9C8E1E3543C6E,RACP,09/09/22 12:26:00,Site 736424,No,01/01/00 00:00:00,06/06/22 08:49:00,Not Applicable,Kenya,Africa,TRUE
0B1573418AB8FD6B16D13DFB407941B5,RACP,09/09/22 12:26:00,Site 500813,No,04/21/22 08:10:00,10/23/21 13:14:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
0B34679791951790653A22BAB38CB4AB,RACP,09/09/22 12:26:00,Site 534629,,06/21/22 06:22:00,06/21/22 06:22:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
0B4556292C64B728E333651AD3D8CE74,RACP,09/09/22 12:26:00,Site 219765,No,04/21/22 08:05:00,04/08/22 13:39:00,B-Low,Colombia,Latin America,TRUE
0B5ACDC0B200D4278B444F8048755E06,RACP,09/09/22 12:26:00,Site 435865,No,01/01/00 00:00:00,05/23/22 19:47:00,To Be Determined,Brazil,Latin America,TRUE
0B985EA23D8485EABEC98AA273BAB55D,RACP,09/09/22 12:26:00,Site 255264,No,04/21/22 08:08:00,12/29/21 01:07:00,Not Applicable,Costa Rica,Latin America,TRUE
0BB6FCCD68077890B3F9AB3D2E17EA68,RACP,09/09/22 12:26:00,Site 706231,No,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Turkey,Asia and Pacific,TRUE
0BF4A6C4ADA6CE57B9E13416367C3C6D,RACP,09/09/22 12:26:00,Site 683474,No,01/01/00 00:00:00,09/08/22 05:03:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
0C1BDCABB101E2EBE28FFECFE867A94D,RACP,09/09/22 12:26:00,Site 606370,Yes,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
0C4974F08D3B6F2711BBC7C837C0CD11,RACP,09/09/22 12:26:00,Site 190398,No,01/01/00 00:00:00,09/01/22 04:18:00,,Colombia,Latin America,TRUE
0C8EFE6986DC30F9B79B52700864E855,RACP,09/09/22 12:26:00,Site 249080,,01/01/00 00:00:00,06/16/22 17:24:00,Not Applicable,Ethiopia,Africa,TRUE
0C9F8ACE73F9192426254BA2A7D8C103,RACP,09/09/22 12:26:00,Site 612524,No,01/01/00 00:00:00,05/20/22 21:38:00,,Nicaragua,Latin America,TRUE
0CA7872419C48381810CE704BA8027C9,RACP,09/09/22 12:26:00,Site 406691,No,04/21/22 08:12:00,01/01/00 00:00:00,Not Applicable,Côte d'Ivoire,Africa,TRUE
0CAD44747883D18D3A357915B42BCF5A,RACP,09/09/22 12:26:00,Site 507568,No,04/21/22 08:08:00,01/13/22 15:01:00,B-Low,Brazil,Latin America,TRUE
0CEFD130C6E2804538A30878F62A8808,RACP,09/09/22 12:26:00,Site 559630,No,07/11/22 15:54:00,07/11/22 15:54:00,,Brazil,Latin America,TRUE
0CF3A577A28A70FC0F4D0D5DC22D1F10,RACP,09/09/22 12:26:00,Site 693947,No,04/21/22 08:11:00,11/16/21 02:12:00,Not Applicable,Japan,Asia and Pacific,TRUE
0D016E1AE972F5158987F38B10A48EA5,RACP,09/09/22 12:26:00,Site 026169,No,08/31/22 16:40:00,08/31/22 16:40:00,Not Applicable,Colombia,Latin America,TRUE
0D19DA2197E295C0C0BA1617D3834BEF,RACP,09/09/22 12:26:00,Site 612524,No,01/01/00 00:00:00,05/20/22 21:38:00,,Nicaragua,Latin America,TRUE
0D391A154548C5DDBB6006D7FFD9E23E,RACP,09/09/22 12:26:00,Site 627680,Yes,04/21/22 08:09:00,11/25/21 22:36:00,Not Applicable,India,Asia and Pacific,TRUE
0D418172BC4B06B72216FD27FC50935A,RACP,09/09/22 12:26:00,Site 672798,No,09/08/22 11:52:00,09/08/22 11:53:00,Not Applicable,Turkey,Asia and Pacific,TRUE
0D4E1003E9E8A8B909316203BC827C07,RACP,09/09/22 12:26:00,Site 706503,No,01/01/00 00:00:00,07/28/22 21:10:00,,Peru,Latin America,TRUE
0D82C6A40E8991B707D762667958DA23,RACP,09/09/22 12:26:00,Site 056877,No,04/21/22 08:09:00,01/01/00 00:00:00,,United States of America (the),North America,TRUE
0D90FEB5D81E5E8C5B92B618D0BFA9E8,RACP,09/09/22 12:26:00,Site 712081,No,04/21/22 08:09:00,11/09/21 21:20:00,Not Applicable,Colombia,Latin America,TRUE
0DAEEF3C6B0E6643FD8DAF5718CBF3E6,RACP,09/09/22 12:26:00,Site 763124,No,04/21/22 08:06:00,03/15/22 13:21:00,Not Applicable,India,Asia and Pacific,TRUE
0DBD4671B0ED19B24D03C94440216B22,RACP,09/09/22 12:26:00,Site 471337,No,05/11/22 14:09:00,06/06/22 18:16:00,D-High,Italy,Europe,TRUE
0DF6E4C34AE5364BEB02CB7B40A18C7D,RACP,09/09/22 12:26:00,Site 692206,Yes,01/01/00 00:00:00,06/16/22 17:24:00,Not Applicable,Ethiopia,Africa,TRUE
0DFB0F6428A4009E67617E7A4E53E977,RACP,09/09/22 12:26:00,Site 750925,Yes,04/21/22 08:11:00,01/27/22 15:44:00,Not Applicable,India,Asia and Pacific,TRUE
0DFE7D6D97E2E61323C8A65349C2E935,RACP,09/09/22 12:26:00,Site 449752,No,01/01/00 00:00:00,09/08/22 08:55:00,To Be Determined,Netherlands (the),Europe,TRUE
0E98C9FD92CD16A03A9705F712F4823B,RACP,09/09/22 12:26:00,Site 467096,No,01/01/00 00:00:00,07/21/22 11:06:00,,India,Asia and Pacific,TRUE
0EAA6E4AC1FA06D90FBB4C5F87AEEACD,RACP,09/09/22 12:26:00,Site 593517,,06/18/22 12:08:00,06/20/22 13:34:00,Not Applicable,Uganda,Africa,TRUE
0EBC1A870F04D11F334E12DED1C5882C,RACP,09/09/22 12:26:00,Site 793755,No,04/21/22 08:08:00,01/13/22 15:04:00,B-Low,Brazil,Latin America,TRUE
0EC4872EF042E243040F524782A65797,RACP,09/09/22 12:26:00,Site 599172,No,05/11/22 14:11:00,06/06/22 18:37:00,C-Medium,Sweden,Europe,TRUE
0F33F5D5C9D30F34363584B546902016,RACP,09/09/22 12:26:00,Site 084760,No,01/01/00 00:00:00,07/19/22 17:17:00,,Guatemala,Latin America,TRUE
0F82C375A18454C8EE664B4A9552DC11,RACP,09/09/22 12:26:00,Site 280978,Yes,04/21/22 08:09:00,11/20/21 00:58:00,Not Applicable,Costa Rica,Latin America,TRUE
0F9B3F873A21885CBA4317982B6E207B,RACP,09/09/22 12:26:00,Site 336666,No,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Turkey,Asia and Pacific,TRUE
0FD1FDA94DCBFBD5D02B33176EEC91A7,RACP,09/09/22 12:26:00,Site 281488,No,04/21/22 08:09:00,11/09/21 21:20:00,Not Applicable,Colombia,Latin America,TRUE
0FEA03CB916A759C1C29312B09BA9B07,RACP,09/09/22 12:26:00,Site 824169,Yes,04/21/22 08:05:00,01/01/00 00:00:00,,Brazil,Latin America,FALSE
0FF955CC8DE8BDD3C2600901FE60C1DA,RACP,09/09/22 12:26:00,Site 340501,No,01/01/00 00:00:00,07/20/22 14:52:00,,India,Asia and Pacific,TRUE
1004E926DB2CE6471DF2E8DB73852BB8,RACP,09/09/22 12:26:00,Site 368058,No,06/22/22 15:27:00,06/22/22 15:47:00,B-Low,Germany,Europe,TRUE
10C6FC3F09207DB93066F214D118CCA0,RACP,09/09/22 12:26:00,Site 077430,,06/18/22 11:55:00,06/20/22 13:34:00,Not Applicable,Uganda,Africa,TRUE
10D38C6901714A28C2277ACF38735E30,RACP,09/09/22 12:26:00,Site 439047,No,06/06/22 19:56:00,06/06/22 20:10:00,D-High,United States of America (the),North America,TRUE
10E4E6F44DCFD1B21F41BE786394A251,RACP,09/09/22 12:26:00,Site 375814,No,04/21/22 08:05:00,01/01/00 00:00:00,,Brazil,Latin America,FALSE
10F1B765D0BD6DF974E402180BB33D33,RACP,09/09/22 12:26:00,Site 994559,No,04/21/22 08:10:00,10/23/21 13:14:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
113BDE407F584F10A8F445E470663839,RACP,09/09/22 12:26:00,Site 783735,,05/17/22 20:31:00,05/17/22 20:36:00,E-Very High,China,Asia and Pacific,TRUE
114D1C22EB0A06CFF4083C698E6201A2,RACP,09/09/22 12:26:00,Site 116359,No,04/21/22 08:07:00,01/18/22 20:07:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
11D3E6A93ED95A7D44390F532D82D22E,RACP,09/09/22 12:26:00,Site 095192,No,06/06/22 19:54:00,06/06/22 20:10:00,D-High,United States of America (the),North America,TRUE
125E1289E67166D08A3045FD5ACFC756,RACP,09/09/22 12:26:00,Site 569183,No,06/20/22 07:15:00,06/20/22 08:23:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
126E5B843E81C86CF1EB4D0FA95728F3,RACP,09/09/22 12:26:00,Site 336303,No,04/21/22 08:10:00,12/15/21 15:55:00,D-High,Germany,Europe,TRUE
127431B2DB7946B2C1159EBA2D760996,RACP,09/09/22 12:26:00,Site 975999,No,01/01/00 00:00:00,08/01/22 07:10:00,Not Applicable,Turkey,Asia and Pacific,TRUE
12CCF02906A644769347E6F408AB932C,RACP,09/09/22 12:26:00,Site 428273,,06/19/22 13:02:00,06/20/22 13:34:00,Not Applicable,Uganda,Africa,TRUE
131836D073FA7C77F89359041E32CAF8,RACP,09/09/22 12:26:00,Site 442001,Yes,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
133B9114B9144FA5A17CB5F987B8FB86,RACP,09/09/22 12:26:00,Site 670353,,08/16/22 06:11:00,08/23/22 08:33:00,Not Applicable,Indonesia,Asia and Pacific,TRUE
13549BB1F23EF6613CE048796A3E234B,RACP,09/09/22 12:26:00,Site 582054,Yes,01/01/00 00:00:00,05/05/22 08:48:00,,China,Asia and Pacific,TRUE
135A247DE4ACD987F11C3AADC304054C,RACP,09/09/22 12:26:00,Site 402212,,05/24/22 12:33:00,06/06/22 15:12:00,D-High,Germany,Europe,TRUE
137871C00C991D31D49BC3EE3E58EF2B,RACP,09/09/22 12:26:00,Site 716850,No,04/21/22 08:11:00,01/01/00 00:00:00,Not Applicable,Mexico,Latin America,TRUE
138A687FF3C9422784B44E1E64CE3D5F,RACP,09/09/22 12:26:00,Site 707989,No,04/21/22 08:10:00,01/01/00 00:00:00,Not Applicable,India,Asia and Pacific,TRUE
1396524625C661C3DC9782B5A93DF23B,RACP,09/09/22 12:26:00,Site 066873,No,01/01/00 00:00:00,09/06/22 11:06:00,,Brazil,Latin America,TRUE
13B412BD8728D7844D3380DAE87B0E40,RACP,09/09/22 12:26:00,Site 993206,No,04/21/22 08:12:00,01/01/00 00:00:00,Not Applicable,Turkey,Asia and Pacific,TRUE
13F6F5332DC2D4F7EFF31461BE84B314,RACP,09/09/22 12:26:00,Site 062451,No,01/01/00 00:00:00,07/02/22 07:19:00,Not Applicable,Ethiopia,Africa,TRUE
13FE5C5B1497185E71E2F9AF18DE5A23,RACP,09/09/22 12:26:00,Site 719591,No,01/01/00 00:00:00,09/08/22 05:03:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
1425AB38667A4F9B766AF6EFB925D793,RACP,09/09/22 12:26:00,Site 994606,No,01/01/00 00:00:00,06/07/22 17:51:00,Needs Manual Review,Brazil,Latin America,TRUE
144095407663310B133C5BD6A915BCDD,RACP,09/09/22 12:26:00,Site 197090,No,05/06/22 17:55:00,06/06/22 20:16:00,D-High,United States of America (the),North America,TRUE
1447A1F0A5428117A3A673917A7C52F0,RACP,09/09/22 12:26:00,Site 469737,,08/05/22 20:01:00,08/05/22 20:39:00,Not Applicable,Costa Rica,Latin America,TRUE
146CA94B50859597C6E8FE38612715CA,RACP,09/09/22 12:26:00,Site 906801,No,04/21/22 08:11:00,11/16/21 16:54:00,Not Applicable,Colombia,Latin America,TRUE
147D19EC6374FC78D5BD2FF50567FE63,RACP,09/09/22 12:26:00,Site 949159,,09/06/22 08:56:00,09/06/22 08:56:00,Needs Manual Review,Hungary,Europe,TRUE
14C7FB23243B3A0CEADC88DB700DB268,RACP,09/09/22 12:26:00,Site 777872,No,01/01/00 00:00:00,06/06/22 08:49:00,Not Applicable,Kenya,Africa,TRUE
14DC7936048298EFE3188F139D5DA352,RACP,09/09/22 12:26:00,Site 478843,Yes,04/21/22 08:09:00,10/29/21 05:26:00,Not Applicable,India,Asia and Pacific,TRUE
1508F236079EEAEC2F0521C341078CC1,RACP,09/09/22 12:26:00,Site 627680,Yes,01/01/00 00:00:00,09/01/22 10:17:00,,India,Asia and Pacific,TRUE
1516C04FF4CBD8B50FAEA4CA0DDEE18E,RACP,09/09/22 12:26:00,Site 320128,No,01/01/00 00:00:00,06/19/22 08:03:00,,China,Asia and Pacific,TRUE
1523CBDF54FBAD6FE8D8C821A28B60E8,RACP,09/09/22 12:26:00,Site 302085,,06/21/22 19:24:00,06/21/22 20:21:00,Not Applicable,Ethiopia,Africa,TRUE
15310D7D9CCE0F509B253B4132079B59,RACP,09/09/22 12:26:00,Site 536343,,06/21/22 07:14:00,07/07/22 20:01:00,B-Low,Italy,Europe,TRUE
1538DFA0D071C6BAEC05ABAFD99D3D0D,RACP,09/09/22 12:26:00,Site 084760,No,01/01/00 00:00:00,07/19/22 17:16:00,,Guatemala,Latin America,TRUE
153F92C99BE5B93D488F1061F4BEB3F7,RACP,09/09/22 12:26:00,Site 419115,No,05/18/22 15:25:00,05/18/22 15:55:00,B-Low,Japan,Asia and Pacific,TRUE
154181C03B37E2D88DE5123C8EDE30DF,RACP,09/09/22 12:26:00,Site 741747,No,05/06/22 13:36:00,06/06/22 18:17:00,C-Medium,France,Europe,TRUE
157B6E4E2211C5C0EC57562447C76992,RACP,09/09/22 12:26:00,Site 527950,No,04/21/22 08:09:00,11/02/21 10:29:00,Not Applicable,Sri Lanka,Asia and Pacific,TRUE
159071570233FDC56C216C9B9264D47E,RACP,09/09/22 12:26:00,Site 786342,,01/01/00 00:00:00,06/17/22 16:30:00,,Ghana,Africa,TRUE
15D8C98946C0C224DC61CEEBBE1078DB,RACP,09/09/22 12:26:00,Site 356068,No,05/10/22 09:10:00,05/16/22 14:55:00,Not Applicable,Uganda,Africa,TRUE
